rating,comment,normalized_rating
8.0,引发思考人生的台词太多，看着看着就疲劳了！,0.7777777777777778
10.0,猫鼠队不削能玩？,1.0
6.0,胃疼。。。,0.5555555555555556
4.0,失望,0.3333333333333333
9.0,有点意思,0.8888888888888888
7.0,20230213无聊程度承袭一期，不过是个爹亲妈宝动画罢了。,0.6666666666666666
6.0,截止目前最有意思的是珊瑚和戈薇一起跳舞，然而还是作画一塌糊涂。220110太鸡肋了，简直就像在你眼前铺开纸张给你看轻小说一样，文字和图像是两种表现形式。221102,0.5555555555555556
5.0,还是太无聊了，硬着头皮看了两集，实在是找不到继续看下去的点。,0.4444444444444444
1.0,没得质疑,0.0
8.0,待补,0.7777777777777778
6.0,612。山内意外，但是山内以外毫不意外,0.5555555555555556
10.0,配乐剧情人物塑造氛围，几乎是挑不出毛病的神作，同好看下去一定喜欢,1.0
4.0,元素很多，包括但不限于百合机战宇宙克苏鲁等（虽然想吐槽这个克苏鲁实际上完全不克），可以说放到现在也不过时。不过可能是那个时代OVA的特色，故事最多只能称得上完整，离动人还有相当的距离。制作不错，手绘萝卜戏好看，伊库萨2有几卡也很色,0.3333333333333333
7.0,永远的童年回忆。每一集都是超级精良的制作,0.6666666666666666
3.0,有点童话的感觉,0.2222222222222222
5.0,6集，子供向，顺带一提台湾巴哈给这个列为全年龄！童心！赢！,0.4444444444444444
5.0,爆笑作品，穷也是真的穷,0.4444444444444444
8.0,这个忍者更是一坨，讲了半天不知道主线到底是什么，男主还死了,0.7777777777777778
10.0,无可置疑的神作,1.0
10.0,不敢看下去，怕哭,1.0
9.0,好久了，没有看完啊,0.8888888888888888
9.0,Ghost与身心、网络与肉体、奴隶国家与消费国家、个人主义与社会集体，不论是哪一个主题的内容都非常令人深刻，好看。,0.8888888888888888
10.0,无需多盐,1.0
9.0,gal改巅峰。,0.8888888888888888
7.0,好多年前看的惹，每次看到都会想哭，上次听到隔壁放团子大家族，人还没反应过来就开始掉眼泪惹（泪点低的嫌弃自己,0.6666666666666666
10.0,不要死,1.0
5.0,儿时回忆，如今再看画风过时了，剧情也子供向了，算童年回忆吧,0.4444444444444444
3.0,看完了，也不知道我看了个啥，有点模仿《小魔女学园》那味儿，但是整成了四不像。画风是优秀的，其他的就没有了。,0.2222222222222222
5.0,闲的蛋疼可以看看,0.4444444444444444
4.0,全剧杀人和不杀人的度没有一处是掌握好的，每一集都是烂活。奇斯的三角关系一描写直接烂完了。伊邪那美活着活着我很高兴。6集没做完？这居然是21年的东西真让人无语,0.3333333333333333
9.0,虽然大部分改编不尽人意，但是18话旅游回程讲述过去时的改编有超过原作。动画把很多东西讲太明了，就如原作中的一句台词，一些事挑明了就没意思了,0.8888888888888888
5.0,超垃圾。,0.4444444444444444
10.0,也许是我的理解能力有限，没有看出背后的隐喻，但仍然是很好的一部作品。,1.0
5.0,每次想认真看时就发现看不下去。。。,0.4444444444444444
9.0,画面很棒,0.8888888888888888
6.0,这部也太有趣了吧，各种神经质展开和神经病演出，感觉应该是大伙看经费不高所以压了分吧，好久没看到这么纯粹快乐的动画了，希望后面还有更大的惊喜,0.5555555555555556
7.0,瞌睡,0.6666666666666666
1.0,看到冈田磨理河森正治我就已经有不好的预感了，果然变成了异常无聊的片子。设定奇怪声优棒读我就忍了，剧情都做成这样是搞什么。结果这片根本就不是给非AKB厨看的。,0.0
8.0,DVD隐藏话来个后妈线吧～～,0.7777777777777778
9.0,越老越不想看催泪番，还是补个标,0.8888888888888888
10.0,配乐真是美美美,1.0
6.0,PA你学学人JC就算是NTR题材第一集也做得让人不那么想弃,0.5555555555555556
8.0,（8）别忘了看总集篇mad剧情俗套，但其余演出作画音乐氛围素质顶尖，可惜未曾动人心魄，也许只是notmytype吧普普通通的故事，总能故作深沉文艺也是种才能24分钟的港式武打黑帮片，蛮尴尬的篇幅，好在主线还是很能体现生死过去的感觉的看来是某几个关键单元回大加分才有91，大部分可能都平庸。首先EP坠落确实挺有感觉，但不至于评论所言一话封神Jet前任回依旧典但算有感觉惊悚搞笑回背叛回悲哀氛围不错象棋回喜欢主题，终于脱离港片典中典剧情，目前最佳录像带回感觉不如小南极小丑回感觉不如绮丽梦中人爆笑回点题兼讽刺极左amp资本主义掰扯了下血肉灵魂日常的闭幕总是让人唏嘘，SAC如此、蜂蜜与四叶草如此、CLAS如此，很多很多各种象征很有韵味太有黑帮片感觉了,0.7777777777777778
10.0,伟大无须多言,1.0
6.0,松散悠哉一点的话，还挺喜欢的,0.5555555555555556
3.0,谜一样的动画,0.2222222222222222
9.0,无愧于神作,0.8888888888888888
4.0,看没看完已经是无关紧要一个华丽空壳（仅限封面里面塞满的基本全是垃圾（2020制作水平的提升并没有带动脑子的提升,0.3333333333333333
8.0,男女主角秀恩爱无法直视，剧情展开狗血又没意思,0.7777777777777778
6.0,看的第一部；现在回想起来，很不适应画风。补标。,0.5555555555555556
10.0,不论谁看了都会会心一笑的作品，还有各种方言版能给人完全不一样的体验。就算现在连续再看好多集都不会腻,1.0
5.0,春日梦,0.4444444444444444
8.0,童话故事的想象力；正义必胜式的，纯真而趣味的小梦。,0.7777777777777778
10.0,经典，无需多盐,1.0
8.0,经此一役，本片正式有了海伯利安的陨落的70功力。一种老牌科幻电影的史诗感杂糅了童话般的简化过的关于人类进取心和探索欲的故事，观感有些复杂，在里面能看到海伯利安这种宗教科幻、阿瑟克拉克的一系列小说和一些经典的关于AI神学超自然的科幻小说的影子。要素齐全，认知结构、人类整体、科学构造、思维实验，不一而足。不愿接受自己看不懂的事实的观众属于那3679应该被图图掉的。虽然许多设定和理念于我而言不过是复习一下前人的百家之长，但倘若此片能为SF事业小小续命，便也算是有意义的罢。,0.7777777777777778
7.0,上田来的不是坏女人人设和声线白来了爆米花片见到什么末日吸血鬼逃跑战斗元素集合以为多半烂片本片人物故事叙事直来直去意外的还行,0.6666666666666666
7.0,一集的内容感觉还没6分钟的泡面番充实，也没有什么有趣的桥段,0.6666666666666666
7.0,中规中柜的狗粮番,0.6666666666666666
6.0,果然对战白鸟泽哪怕只是几个片段都激动到不行其实排球这部作品要是在比赛之外穿插一些校园生活也挺好的，TV几乎是练习赛接着正赛打个不停，导致在每次看完TV之后都会有一段时间看不进去别的风格的动画,0.5555555555555556
6.0,【B】用来图一乐还是可以的，神他妈服部平次一生最大失误。,0.5555555555555556
9.0,很颯草薙素子使我的怦然心動來自瓷器,0.8888888888888888
6.0,BD把原本43裁成了169不说还删片段去看DVD了阿当在TV里是花心但讨人喜，在（较之TV庄重的）剧场确实感觉有点不合适。『押井守本人则认为此片是完全失败之作，不过是一部大一点的电视动画片』。前半句不知道，后半句倒挺认同的。,0.5555555555555556
10.0,gal改的典范，救赎与成长的故事。相比于前作，AS是麻枝淮式编剧的巅峰。,1.0
5.0,补标2017年,0.4444444444444444
5.0,也挺无聊的，不知道在演啥,0.4444444444444444
6.0,前面一直铺垫的大活有点难评，只能说太突然了没有反应过来，效果不是很好。还有完结得也很突然，都搞不清楚就草草结束，总之是一部让人遗憾的作品。,0.5555555555555556
10.0,像做头部按摩一般舒服,1.0
10.0,不喜欢这玩意被称为神作被他人用来拉踩，每个人自己心中都有一个第一，cowboybebop就是我心中的这部第一,1.0
6.0,可惜是泡面做长一点就好了,0.5555555555555556
7.0,N52开篇，JL成立的故事。,0.6666666666666666
5.0,比预期的要好，当初本来只想当3分的，毕竟4年前刚出的时候在我印象里就是一群痴迷于网游的人在互殴。鸽了4年后。。。好吧，绝大部分人都还是这种感觉，尤其是男主，完全一个网瘾少年之感。不过总体来说在后面大结局那一段叙述的很流畅嘛，战斗方面也不算特别无脑，对人物现实身份的补全介绍也算不错。画质方面嘛，比冰剑好就行了。当然也可能内心期待值过低，导致得后面部分展开还让我蛮惊喜的。主要问题还是在无死亡的网游接入设定上吧，果然很难让我代入。尤其是男主，过多配角都比他有人格魅力。虽然结尾似乎相对网游设定展开为异世界，不过太晚，太俗，太莫名其妙了。不过倒是引起我去读原作的兴趣了。,0.4444444444444444
4.0,1集弃，这制作太惨了,0.3333333333333333
9.0,这番，老甜了,0.8888888888888888
8.0,BDRip,0.7777777777777778
10.0,真从小看到大,1.0
4.0,有推理吗？人设有点新意，但是剧情一团糟。,0.3333333333333333
6.0,希望不要是标题党（,0.5555555555555556
7.0,不错的泡面,0.6666666666666666
6.0,时间上太赶了。构思非常好。要是多给点时长完善一下细节，精彩程度应该不会下于达才三篇。,0.5555555555555556
5.0,这番哪都好，就是太无聊了，感觉和隔壁史莱姆比起来更像子供向啊,0.4444444444444444
7.0,纯看打戏了还算不错,0.6666666666666666
5.0,7故事、脚本写得一般，但在音画体验和情绪表达上相当优秀，也确实传达出想表达的东西了，我是赞同商业片都向新海诚电影看齐的，先把美术音乐卷上去，剧情尽量别拉跨,0.4444444444444444
7.0,听说是浅野真澄原作？确实涨了不少姿势。然则现在也确实看不下这种慢节奏作品了。,0.6666666666666666
9.0,再看一遍,0.8888888888888888
6.0,不管你变成什么姿态，我也会一直爱着你,0.5555555555555556
4.0,怎么说呢，确实有点不错的点子，最后圆的也很巧妙；但是制作和人物塑造太拉跨，该情绪渲染的地方因为贫穷的制作让人想笑，人物行为逻辑也只是在套模板，无法让人共情，所以煽情的地方非常尴尬；难以认同有深刻的记忆就能穿越这一点子，介绍的那么强大的机器人经常被主角团当杂鱼；全篇看下来最爽的是开车平推开枪乱射机器人，其余时刻都非常，非常折磨。,0.3333333333333333
10.0,塔吉克马虽为ai但何尝没有goust,1.0
8.0,9510日本TV动画的巅峰，丝毫不输押井守的两部剧场版，神山可谓弟子不必不如师啊（笑）比起前一部，gig在科幻设定和现实反讽上尤为大胆，讲谈穿插的政治话题具有前瞻性，同时整体剧情节奏也更加紧凑。难民危机国民冲突是主线的两大核心要素，是基于不同想象而对现当代矛盾体的阐述，正因为矛盾本身存在于社会意识形态中，从而衍生出以久世和合田为代表的两个极端派别，因此我认为表层是在讲社会革命中的阶级斗争，实则还是离不开探讨ghost与个人肉体的阶级关系。二刷，op、ed、插曲都非常好听,0.7777777777777778
9.0,童年回忆,0.8888888888888888
10.0,浪漫人生,1.0
10.0,人间余烬里，珠泪始分明。,1.0
5.0,不明所以,0.4444444444444444
3.0,制作很不错，分镜、场景美术都非常优秀。但剧情真的太无聊太不知所云了，看了一小时实在是看不下去了。,0.2222222222222222
4.0,炮机,0.3333333333333333
10.0,神作，在我心中的毫无争议的神作。动画制作上来说，我无可挑剔，在合适的地方，献上合适的演出，行云流水。在需要的地方献上优质的作画，加上神一般的配乐，给我带来了至高无上的视听体验。我觉得他是真的懂牛仔的，那种时而散漫，时而认真，富有神韵。优秀的单元回，一部动画，不可能喜欢他的全部集数，但是让我有这么多喜欢集数的，他是唯一。我在观看过程中甚至看了一半在隔一个月再看，都没有影响观感，忘记剧情。虽然吹得很夸张，但它在我这确实有这么优秀。声优的演绎更是如虎添翼，真的演出神韵了好吧。林原的声音是真的好听呀，喜欢的声音有着好的演技，简直就是享受。呀，结束了呢，真是不舍呢，期待再次遇到如此优秀的动画。,1.0
7.0,据说是金铅球自己跳的剪影OP,0.6666666666666666
1.0,四平八稳的治愈单元剧，魔法的设定很魔法，看到有些展开想的是嘛，毕竟都是魔法了。标题和过场图的风格很喜欢，第八集的展开挺有趣，第九集那段蒙太奇也很有感觉。美术氛围挺不错的，但感觉夏日天空的风格还要更独特更惊艳。女主可爱，这呆毛忍不住想一剪刀bgm38。,0.0
5.0,这个设定吐槽不能。唯独能看的是第二页的CV。,0.4444444444444444
7.0,忘了看,0.6666666666666666
1.0,重庆海星什么时候鬼哭街动画化一个？,0.0
5.0,感觉竹宫阿姨的招牌已经毁了也就ED1勉勉强强，后面都不想看了,0.4444444444444444
1.0,ED吊炸天,0.0
6.0,哇，好儿戏事实证明我在前篇的担忧不是没来由的，明明是这么严肃的一个题材，但无论是从剧情还是配乐上都有一种刻意的松弛感，就显得很拧巴。作画依旧灵动，也算是满足我最开始来看这部片的期待了吧。,0.5555555555555556
9.0,真的牛逼好看,0.8888888888888888
9.0,一般，剧情幼稚不如七大罪第一季一根,0.8888888888888888
3.0,普通的无趣,0.2222222222222222
9.0,和sac2一样的评价我就不搬过来了，总之硬实力确实顶中顶,0.8888888888888888
6.0,完整体现原作内容并非上上之策，这会让人觉得，只要是意图博君一笑的行为，不管出现何等程度与角度的暴力行为都是应当得到理解，容忍，甚至是宽恕的,0.5555555555555556
7.0,简单粗暴，还挺好看的，神奇女侠很酷，倒是超人有点拖后腿了。有些弱了,0.6666666666666666
4.0,最大的看点在小老师上课的那几集，从小老师掉线马拉松后观感直线下降，所有配角都在发力，而女主一个人在边上OMO，莫名其妙开始在画阵读条的时候自己怂了？？？不是，为什么啊？以一己之力带崩后半观感，还不如直接发糖看百合营业来的痛快。结尾又因为动画展开没有讲清楚现代魔法的前因后果反而显得白毛这反派逻辑莫名其妙，小老师刚上线结果又掉线了，我？？？？,0.3333333333333333
8.0,画质好看,0.7777777777777778
10.0,我钉,1.0
7.0,不错的作品，非常喜欢这种风格，无法拒绝这种架空,0.6666666666666666
10.0,原来是这样,1.0
4.0,还以为只是奔着女观众去的，结果这算是两头没讨好吧，很微妙,0.3333333333333333
9.0,好看啊,0.8888888888888888
7.0,有点百科的意思2025129,0.6666666666666666
4.0,21集弃再看我也要精神分裂了,0.3333333333333333
6.0,没有雅酷搜库的的剧场版不是好TV。无论构成还是笑料都非常TV延长线，作为剧场版1是非常合适的。果然要闹腾起来才是福星呀！DVD开头未删减片段为粉红鸭嘴兽邮差发结婚请柬给面堂，随即被面堂亲卫队火速送至，然后面堂一顿抱怨后一刀斩下刻有阿当头的木桩。之后就进富有演出创意的给众人分发请帖的OP了。,0.5555555555555556
7.0,比较积极向的治愈番，偏人文救济的魔法很少见，也没什么反派，对与错。世界观还是很小，故事也是简单的帮帮忙水平显得无聊，后期压抑的不行，OPED很好听。,0.6666666666666666
3.0,谁把我起跑线给涂了jpg,0.2222222222222222
6.0,简单来说，难看。看了前篇就打住吧保留幻想空间别看后篇了。,0.5555555555555556
10.0,配乐，画面，剧情，人物塑造都做到了完美,1.0
10.0,cjb,1.0
9.0,音乐是这部番很重要的部分，很多集名字都是不同的音乐，op，ed也有颇具特色的配乐，挺有意思的剧情，还可以的世界观，以及关于spike和jet的过往的几回可以说神回，但是缺点也很明显，除了两个男人的过往回其他回就很单纯，内涵不足或者说毫无内涵和意义，跟一般的休闲回给的观感还不一样，纯粹是凑数的，还有女性的形象全体都非常单薄，用扑朔迷离，难以预测来掩盖，黑客的形象更是连纸片人都不如，纯纯工具人，菲也没有高光，难说有人格魅力可言，作为一部成人动画，很多地方的处理的确很有成年人的风格，跟很多回的闹剧格格不入,0.8888888888888888
10.0,天不生猫和老鼠，动画万古如长夜,1.0
6.0,bang,0.5555555555555556
9.0,童年仅限老版50集,0.8888888888888888
10.0,很多人会喜欢第二季吧，我能理解，但第一季的麻枝准日式笑话发挥的更多，第二季严肃起来了，剧情上没有第一季那么轻松。不过看到冈崎朋也他们没有忙于学业最后也能高中毕业就找到工作兢兢业业，让我感受到了爱岗敬业，职业没有贵贱。对升学到大学没有那么恐惧了也是一个人生开导。当然我也明白无贵贱是不可能的。只是一定程度上消除了恐惧。,1.0
5.0,看男主装逼征服后宫，虽然典但是就好这口,0.4444444444444444
4.0,人生第一次在电影院看睡着,0.3333333333333333
4.0,非常灾难的是平庸无趣的故事竟然不算这部番的短板，跳跃的打斗逻辑十分混乱，人物塑造要不典要不土要不像男主一样摸不着头脑，这么多角色找不到完整的清晰的行为逻辑和成长轨迹，配角的人设虽然不错但直到最后三集才介绍，设定解释不清还落下一大堆干脆不解释，只有手臂的机设还算可以，但到后面打斗也基本抛去手臂的形式了。总之，只看几个画面感叹一下好帅才是这部番的正确打开方式,0.3333333333333333
7.0,设定很好剧情很好音乐更是完美，人设太一般了。主角团蓝粉之外的其他角色有个人特点但是没什么真正的高光，蓝粉二人差距太大也让人很迷惑,0.6666666666666666
10.0,大概7、8年前看过，只记得后劲大得一批，疯狂找相关音乐、小说、游戏补全整个故事。准备找时间再回味一遍了。心中永远的神作。评分：1010,1.0
6.0,怪怪的,0.5555555555555556
9.0,单元剧平均质量相较上一季稍差，但是瑕不掩瑜，主线实在优秀，配乐、分镜、故事都相当顶级，兼具思想和艺术的作品。唯一不大舒服的地方大概是这一季的主线还是太闷了一些，九课一直被压一头，高潮集中在最后几集，情绪稍微有点缺乏释放,0.8888888888888888
9.0,唯一的缺点就是素子和久世的感情处理得不太好,0.8888888888888888
7.0,作画一般为啥不是冈田阿姨,0.6666666666666666
6.0,除去当年早就崩坏的战力，比较在意的是前作的人自己为啥不出来打以及亚瑟那种废物为啥能成为boss一季下来哪怕是一点都不讲啊；OP还挺喜欢的，虽然抄了来自深渊很多,0.5555555555555556
10.0,在相对平静的日常之后，京都为我们最大化呈现了key社对人生的思考，不管是细节的选择以及作画水平都是登峰造极,1.0
9.0,这部的优秀主要归功于麻枝准在渚线的深厚笔力。我觉得，一个好的故事是一定要写出角色的成长的，而渚线中的朋也就历经了从学生到员工、从孩子到父亲、从新人到鳏夫的故事，心境随之转变，此类变化都是看在眼里的。我认为cl好看体现在，朋也在渚的去世之后因为汐，从颓废迈入新的生活，也因为汐的乖巧懂事，在她一次次询问关于妈妈的事情中，又不由得瞩汐思人，强烈的感情被阴阳两隔，落泪之处往往就藏在那些本以为习惯却因为人已不再的怅然之中，我总是不知不觉就在何处落泪，恨命运不公、恨所爱之人接连离朋也而去，恨父女新建立起亲情的羁绊却又如同之前被残忍分离。虽然第二次所爱之人的离去前文也有暗示，还是能品出剧情刻意的导向。靠设定里的光玉，朋也终于能体会到家庭美满的幸福，虽然这设定我一直没看明白，但是动画是给人带来希望的。这就是为什么我虽然爱好悲剧，但我希望都能有一个happyend,0.8888888888888888
7.0,还蛮有趣的,0.6666666666666666
7.0,虽然有深度，都是画风不自然，难接受,0.6666666666666666
9.0,虽然觉得cjb，也配得上9分,0.8888888888888888
7.0,补番中，果然神作,0.6666666666666666
10.0,神作无须多言,1.0
7.0,一般萝莉百合番，看了跟没看没有什么差别的下饭工具罢了,0.6666666666666666
10.0,永远在看,1.0
5.0,開局一把小刀，網購秒到簡直就是开挂,0.4444444444444444
10.0,读作cl写作人生！,1.0
7.0,擦边日常番,0.6666666666666666
6.0,低俗,0.5555555555555556
6.0,看到ep8觉得相当难再看下去了,0.5555555555555556
10.0,远不如游戏沉浸感,1.0
7.0,被下架使得这部片子达到了全新的高度，这部确实是我童年的记忆了,0.6666666666666666
3.0,乙女向动画通病，男主角色发掘深度不够，导致故事后期展开乏力，毕竟男主要是老摆个臭脸女主的真善美就没办法被衬托出来了嘛。,0.2222222222222222
7.0,幕后失落、挫败、心痛、不甘、无力、愤怒、迷茫、怀疑，台前仍是为观众传递希望梦想，这就是声优。这话略显矫情，可如果是最开始看动画的时期会这么想吧。不如说这种存在更接近偶像，太暗合结合体的声优偶像了（笑）。题材像白箱我钟爱的点都一模一样，是比较偏僻的，朋友与友情啊。两种不同的相识结缘，同样的支撑努力并肩前行。这么看来他们背后的故事和精神是相照回响的。,0.6666666666666666
5.0,漫画超好看的但香菜毁了我一切幻想,0.4444444444444444
1.0,其实就是截取了剧场版的一部分，看得没头没尾的,0.0
9.0,不多说，二刷时眼睛疼的半个月,0.8888888888888888
10.0,能哭的地方只有厕所和爸爸的怀里。,1.0
4.0,这逆天玩意射完就跑，你tm是人？国内系统文真的甩他几十条街吧,0.3333333333333333
5.0,还行吧，至少平稳落地了,0.4444444444444444
8.0,比TV版剧情要血腥和黑暗多了，但是也精彩很多。,0.7777777777777778
5.0,中泽一登写了剧本跑人。前作剧情忘得差不多了。只做了6集被砍经费的烂作,0.4444444444444444
6.0,看了6集还是决定弃了，正好是小说前两卷的内容。小说本身挺一般的，动画还不如小说，至少在制作上就不行，而且这部越到后面越没大学味，没有追下去的必要,0.5555555555555556
7.0,人设和剧情都平平淡淡本季看完没感觉到前世这个设定的必要性，单纯就是给女主有超常的知识一个低级的解释吗,0.6666666666666666
10.0,浪漫的太空冒险故事，主角团每一个人都很有魅力；演出和分镜很惊艳，真是一群天才做的动画；音乐很喜欢，运用了大量的爵士乐；融入了大量香港黑帮元素，还挺亲切的；部分单元剧有点拉后腿，不太清楚是不是年代原因，不过大多还是越品越香；结尾情绪拉满，回味无穷，不愧是经典,1.0
5.0,全是情怀和OOC，太棒了,0.4444444444444444
4.0,有些制作，剧情没啥意思，蓝毛最好看。,0.3333333333333333
6.0,半年番，慢慢看,0.5555555555555556
6.0,其实催泪还是蛮催泪的，但是没真正打动我的心,0.5555555555555556
6.0,剧情是硬伤,0.5555555555555556
9.0,gal改top1，深刻探讨了亲情与人生,0.8888888888888888
8.0,下了，没动过,0.7777777777777778
3.0,卖肉还算到位，可以爆衣。,0.2222222222222222
7.0,剧情一坨,0.6666666666666666
2.0,乱七八糟的,0.1111111111111111
8.0,2024129：坚持看了几话，发现确实回不去了；剧情不出色的情况下，旧时代的画风也无法让我有兴趣继续看下去了。2024122：重新拿起来补番。202382：第1话看完感觉还不错，音乐创造出的氛围让人印象深刻，设定浮光掠影一看也还可以，就是单兵格斗怎么还是枪支，和星际航行的科技水平对不上啊,0.7777777777777778
10.0,8变成了彻头彻尾的政治剧，比第一部涉及到更多世界观描述，看的很是头大。单元回比主线有趣，久世的塑造很失败，前面花大量笔墨从侧面烘托其具有的领导魅力以至于可以称得上魔力，然而展现给观众的却没有那么出彩（难民自爆拦机事件）。最后剧情有些狗血，事件远没结束，有些怅然若失。有待二刷,1.0
5.0,玩梗比较多实质上并不有趣,0.4444444444444444
7.0,看了5话差不多了，本季度搞笑番太多审美疲劳,0.6666666666666666
5.0,霸道总裁爱上我,0.4444444444444444
4.0,赛璐璐手绘机械，开头挺作画惊艳的，剧情就是一坨,0.3333333333333333
10.0,MGM版补完，暂定八分,1.0
5.0,制作挺差的，男主真是太重了，整体女性向味道比较重,0.4444444444444444
9.0,最喜欢的几部作品之一，没办法简单的评价,0.8888888888888888
9.0,经典毋庸置疑的优秀,0.8888888888888888
6.0,食之无味，弃之可惜？,0.5555555555555556
6.0,虽然我是开闭粉；虽然我喜欢阿酱；这不就是女团版macross嘛,0.5555555555555556
7.0,剧情意义不明，音乐作画不错,0.6666666666666666
6.0,影响人生啊,0.5555555555555556
10.0,吃瘪吧！同期酱,1.0
10.0,有一说一好久没这么上头看一部动画了，两天爽看47集，前一天更是下午四点看到晚上三点，只能说虽然问题挺大，但还是感受到了动画的魅力所在。接下来是对剧情的评价，总的来说主线剧情算是不错的，在冲突的设计上，以及反派的智商上。但部分地方会为了推进剧情而强行破坏角色的人设，其中最明显的则是伪男主真飞鸟，锐评则在下文。人设方面，真飞鸟真是个sabi，属于是为了剧情而牺牲的最大受害者：为了给一个对基拉的仇恨，强行降智将一切矛头指向基拉之类的；与其相反塑造的最好的应该就是狼了，两季资源的沉淀还是大于飞鸟这个小b崽子，对于狼的成长属于是比较舒服的；音乐方面没什么好喷的，神；演出方面也是十分给力，ed的神插入也是给每一集带来的不一样的惊喜，同样也是我上头的原因所在，以及炎之扉出现的时间点同样和晓之车一样强劲；画面不谈，各有所好角色喜好狼稍＞美玲＞随便,1.0
6.0,好可爱的动画强,0.5555555555555556
9.0,很好的作品，但放到如今，却不够那么吸引人。,0.8888888888888888
7.0,小镇，逝去的时光与人。除开水平不算高的前八集，clas可谓是在催泪上做到了极致。沉重的生活常常压得我喘不过气，而当悲剧连环发生，压抑感达到了极点。已渐渐陌生的父亲、已远离自己的故人，和已慢慢沉沦的自我，三线汇在一起，拧成复杂纠缠的情绪。而当这些情绪一个个解开，一个个光玉汇成小小的愿望，带着逝去的时光回转，所有的美好重新浮现，一切都得到了最好的结局。他人的人生映照出我的影子，令人生发出无限的联想，感动于故事本身与自己的过往，不禁会热泪盈眶,0.6666666666666666
4.0,前两集观感还行，看到第5集就我就不知道自己看的是什么东西了。剧情简直一团乱麻,0.3333333333333333
9.0,一部不错的作品确实恰到好处的bgm面面俱到的人物最让我飙泪的其实是摆脱自己颓废和父女和解还有理解父亲那边当然这也就对应着我对结局解读的不同给九分一分是扣在结局也许世界并不能用奇迹来概括一切有躺在雪地里的汐一般的执念有着光玉给人带来幸福跟温暖但这同样与现实狠狠的割裂开来也许这是重返一段历史也许到新的历史里获得了成长也许那些痛苦的回忆还留在脑海里但是不变之物不也是那样吗改变的在改变然而那不变的就是那悠久的日常光玉让在雪中在爸爸中怀抱的汐醒来两个人坚强的带着幸福跟已死之人的信念坚强的生活下去这也许才是我想看到的结局《Clannad》,0.8888888888888888
10.0,找不到天国之扉资源,1.0
9.0,对第一季的拙劣模仿，久世英雄和素子最后都是小丑,0.8888888888888888
6.0,两话弃，日常狗粮恋爱告白番,0.5555555555555556
6.0,偶像宅的自知之明。,0.5555555555555556
4.0,这片真是太成功了。节操社简直做的太棒了，这个男猪的形象塑造的简直深刻我看了这么多年片，从来没有像现在这样如此迫切的渴望冲进屏幕里把男猪碎尸万段。,0.3333333333333333
10.0,standalonecomplex,1.0
10.0,在男主毕业之前的有些篇章看不懂是想说什么，全靠后面提起了观感。,1.0
6.0,意外的还不错，三个笨蛋把分数加起来和100分比很有趣。人没认全这老师怎么对考不好的和蔼对高分的很凶。这种q版的画风很适合搞笑啊，篇幅很短，作画流畅,0.5555555555555556
10.0,90,1.0
10.0,心中的第一,1.0
10.0,伟大,1.0
