rating,comment
9,虽然有心理准备，但是落差不是一般的大。13集后ED放了剧场版画面这一对比更是惊得说不出话。
6,真实子供向...能登的旁白比较好听...
7,很久以前，在荒芜而未开拓的大地上，钟表匠们建起了一座时钟塔。其上的时针与分针，在一个个精妙设计的齿轮连接下，有条不紊的运行。它们精确的报时，并反射着太阳、月亮和群星的光辉。慢慢的，塔的周围形成了一座繁荣的城镇。可随岁月流逝，钟表也会老化。钟表匠的学徒在钟塔的修缮中大胆地改造，用大量新齿轮和部件给钟塔加上了秒针，而结果是，钟表的内在结构终于经受不住附加的零件，一切在混乱中轰然崩溃失去秩序。见状，学徒在一片慌乱中拆下了时针，简化了结构后，钟塔确在运行，从远处看一切都和从前无二，不过这时的钟塔却只剩下尽力转动的分针和秒针，尽管外界的时间仍在流逝，但它们却怎么转，都离不开这一天了。
6,大空明从第一集开始就过于成熟了，已经不需要再成长，所以故事写不下去了
6,重拾活力、舞台装置、交汇的道路
6,在古今的拉扯之间，陷入了疲惫。古的一侧，体现于在大框架上对一年目的继承；今的一面，则是对二年目中，激进未来取向的沿袭。本作在扬弃一年目的意义生成系统的同时，又未能将崭新的人物信号，转化为意向的表达途径。台词与演技中，创作者意向昭然若揭，但这些意向未能嵌入剧作的时间变化、以及人物间的关系空间之中，仅服务于人物的个性表达。该手法，不过是在适当的时机，复唱一段孤立而枯燥的设定罢了。接着，本作以极为保守的方针，遏制住二年目那因创新而混乱的叙事；与其同时，本作也转向了对“经验空间”的依赖。个性、个体间差异的魅力被大幅消解，规范一般的言行，配上模范一般的现代性未来取向。这也是凝胶化，崭新的意义未能唤起于剧作之中。空寂的荒野上，通过同质而虚无的人物形象，在缺乏时间意识的情节串联中，屈从于现代性的绝对律令，高唱着空洞的口号：向前迈进！——全剧如同这个感叹号这般露骨。
6,神人冻鳗
5,整体非常无聊，属于是套公式套魔怔了，对偶活一期生搬硬套，套出来一堆又像又不像的新偶像，缺少了自己作为偶像的独特风格，结成的团体更是为了成为团体而成为团体，而忽视了偶像之间羁绊的组合，让人既不心动也不感动，一切重复又重复，纯在坐牢，最后还要拉以往的偶像团体来撑场子，让你知道你看的是“偶像活动”，令人唏嘘，歌曲质量不如以前，有些服装真的有点难看，战力继续崩坏，哥几个心血来潮组合团就能超越你们，你觉得合理吗？真的逆天。
7,唉没意思。三年目就是不停地换不同的人把做过的事、说过的话，再做、再说一遍又一遍，重复本身并没有错，但重复的成立依仗着与之相对的变化，重复正是为了变化的一刻，变化的发生也离不开日以继夜的重复。换着一副又一副的新面孔承载着这些早已发生过的行动、话语之前，加藤阳一是否有想过这些行动、话语非以前的那些人不可呢？三年目当然比起构成上一片混乱、不知所谓的二年目显得格外稳健，但这里的稳健并不意味着作品本身在不断前进的时间中还能站住脚跟。高情商是不忘原点，但这次宁可低情商一点，斗转星移、年轮更替，风物不断地变幻着，只有她们被遗留在不愿动脑筋的创作者自造的思维泥沼之中。可以理解为什么很快就另立不同世界观的新舞台，但那依然只是回光返照，没能阻挡住小女孩偶像动画系列全军覆没的大趋势。再听到熟悉的カレンダーガール时，比起怀念，更多是悲叹吧。
7,ep106、122//总算回到了最爱的和谐平实校园日常，止住了二期带来的观感滑坡。基本是承接了一期那套传统模式，并非强调偶像间的竞争性而是大家一同奋力拼搏的每一天。虽说认为新老交替是必然的，但直接把Luminas的成长曲线架在一年组前辈上并以同台形式击败未免太缺乏说服力；况且以本期一帆风顺的轻软基调构筑的成长也不足以支撑她们来完成对各前辈实力与信念的超越，更别说偶像精神的传承。
8,C+ 续作动画的崩坏一般有两种形态，一类是像交响诗篇和神枪少女那种和优质前作对比照成的极限落差，还有一种就是像aikatsu这样缓缓地走向不可逆转的崩盘，对这种接连放送的日间档怎么说呢，小孩子看得开心就好吧，难道还能给什么硬性要求吗
7,后期感觉还不错，有种渐入佳境的感觉| 另外小堇的几首歌都相当不错啊，越听越上头
7,大空明赶紧去死吧
6,大空明挺可爱的，虽然她很路人
7,20210624:前半段看的我血压拉高，大空明这届实在是不行。后半段观感反而回升了，live演出感觉还不错，曲风多样，还算有点意思。
6,上季强势登场的梦院这季几乎神隐，连偶活8都没有，感觉疯狂出新角色拉组合都是拖集数用的，组合拆了组组了拆真的有点搞。第二季设定上没天赋的明这季过于难写，不赢老前辈作为主角很奇怪，赢了更奇怪，（然后真的赢了，同一集刚开始还在练组合效果，到了live直接爆3个女王的操作过于迷幻到我了。然后大部分集数过于一般，应该直接搞成新系列专心描写新人。这季明的歌还不太行，更伤。作为偶像番角色和歌都GG，可以说系列最
7,一整期都在迁就小明，然而平凡做为特质，让小明已经没有多少故事可讲，更没有多少成长好写，这导致了主角表现不力，配角塑造被削，也让最后击败前辈显得缺乏说服力。
8,摸鱼教程
6,终于补完第三季了。明皇真是不可救药地直啊
3,系列低谷
6,小时候连续看完两季还沉浸在莓葵兰的世界时突然出现了又一角色，像是在顶替前者的位置......难以释怀
6,不管你变成什么姿态，我也会一直爱着你
5,偏后宫，但男主戏份其实很少，多从女角视角讲故事，观感还行。萝莉kiss后变御姐，卖肉不多，人设也不够戳我。外星公主婚约，@出包王女。
6,TNK那些年感觉还是挺活跃的吧，没有像后面沦为用H摆烂的程度。虽说早期的戏路也大同小异吧。
7,有点出包启蒙作的意思。开澡堂像是单纯为了标新立异一拍脑子想出来的设定，和变身一样的兼用卡除了偶尔露下小得可怜的乳头外并没有什么福利可言。王女的人设好看，把灵魂平分给不小心弄死了的男主后整天搂搂抱抱亲亲，都没什么情感过度，莫名其妙就把人抢走了，代入青梅视角马上就忍不住痛了起来
9,#09:在吵闹氛围中迎来的秋菜个人回，Apart中洗澡、上学等桥段（与海多拉立场的对调）填充了秋菜变小后的外部世界；Bpart展现对秋菜内心的关注，变小后怅然基于生活的异变，恢复后的怅然则关于对如今不能坦诚的自己的苦闷。很有趣的点在于暧昧时刻的存在，最显然的是两次和人的视角——不时被飞船、建筑物所遮挡的圆月的空镜头——在某种意义上切断了作为连贯故事的情节线，有着引潮力般可以重组故事的内部构成的魔力
5,两个愿望，一次满足
6,瓦尔q雷好可爱啊！！！
6,时代特征较为明显
7,挺有趣的，挺搞笑的，lol控福利，姐弟恋控福利，kiss控福利，虽然剧情很sb，但毕竟是将近二十年前，和纯情房东俏房客一样，看着不会反感，然后很心疼幼驯染，原来那个时候就流行青梅竹马败犬这种类型了，很是心疼没有结果的恋爱，经典天降敌青梅，瓦雷q好可爱，硬要说的话，4.5分吧，剧情也猜得出，和乃木坂春香一样，都是那种助攻然后谋划婚约，不过那边是纯爱，这边有点虐……
6,ep.5
6,生活感和超现实的完美结合，宅味十足。 上承《我的女神》，下启《出包王女》。
7,00年代特有的，结合90年代闹腾喜剧风格和世纪末实验动画安静气氛的整体。女仆相关的内容很不行...
6,熊孩子是宝藏
5,四季看完在这里总评一下。 男主角和人与女主角瓦尔古雷之间的感情描写似乎不够多，缺少那种充满感情的互动。太过老夫老妻。 对很多配角都有不错的描写，但是主要两个角色自身魅力挖掘的不够，很多集数中甚至都很路人。 大小瓦尔古雷的分别似乎也更多是想卖两种人设，并没有分别来挖掘她们之间的相同与不同甚至冲突。 但是总的来说还算是设定有趣，人物讨喜也足够欢乐的一部作品，看完不亏。当然还有卖肉，随处可见的凸
7,集体失踪的八国公主，背后的原因居然是...... 原本以为是大团圆的结局，结果是水了一整季。公共澡堂事业家时野和人。最后两话教科书式的决战既视感，让我差点忘了这是个后宫恋爱喜剧。其实这是一部洗澡番。 标题的名字原来是说每个公主的座驾都是一个圆盘，而且都插在别人房顶。。。
7,只有歌能打。
7,望月久代萌哭，飞翼圆盘倒插屋顶设计美。Agape的出处，很多次女武神的骑行
5,好无聊，可能太过经典了吧。属于是经常被后辈借鉴了
7,这……涉黄了吧？
6,女主残念系好萌，女二也很萌。
7,擦边日常番
7,为了两个女生慢慢看
9,神奇的番……
10,很可爱
7,这番有毒！
7,污點心戰爭，還可以。
8,是一部能够找到共鸣同时又可以放松心情的日常番ww
6,挺有趣的
7,6分吧，吃饭时断断续续看的，没有什么亮点，唯二的两个亮点也就是女主的色气，和女二的性格。女主色气不喜欢，也就喜欢女二的性格，+1分。实在是没有继续补下去的动力了。ps主要是这些粗点心有一般我没吃过，get不到点。
7,好萌女主~
6,下作的R量
6,だが！   しかし！
6,不是泡面番万岁！作为原作党表示把漫画的梗动画再看一遍有点提不起劲~
6,并不想了解日本的粗点心
5,开放式结局就是摆大烂结局我受够了
5,当年就因为神秘的理由不想看，现在见证一波发现确实很神秘，这神秘的审美是想整活整烂了吗，纯人设作品人设没意思就完全没看的欲望啊（指外观）
6,三集弃
7,看不下去
6,又是一集弃
6,对不上电波
6,"太无趣了,GET不到笑点"
5,懒
5,20160116——剧情，跟风 20160118——中规中矩，OPED没什么感觉，剧情有的看，一开始觉得人物形象怪怪的，看惯了感觉意外得还行？！ 20160403——怎么说呢，貌似没有主线的单元剧果然还是很容易就丢掉了
7,没有这份情怀
6,不搞笑……
7,坚持到半程，相性还是微妙，再见吧。
3,还是泡面番合适
6,日常吐槽娱乐片。色气的女主。
5,这部动画的笑点我不太能GET到，有种强行搞笑的感觉，除了魔性的女主好像没啥特别的。
5,电波对不上。玩梗的水平也一般。角色没吸引力。制作倒是还蛮好的。
5,2016-1-8#1希尔薇人设有特色，没了，咱们薄本见〃2016-1-16#2泡腾啤儿茶爽〃是啊，没辣条哪来情怀可言。精日的精日童年回忆带来的精日情怀？
3,一话弃。完全抓不到笑点。
3,原作想法和人设好也没理由把分加给动画。声优表现得那么high却没有BGM陪衬，搞笑效果没达到只给人感觉傻气，分镜生硬，节奏差，静态场景太多，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，naizi不会摇，这么好的naizi不会摇，暴殄天物。
5,无聊到我居然一话都坚持不下去
6,恍然大悟
5,画风很赞，剧情就算了
6,非常好画风
6,老瓶...装的也不是什么新酒...
7,不是那么好，但看得很快乐
6,剧场版评价：打戏是真的爽。
4,补标（6.5/10）压缩版的达克赛德之战，剧情很多细节处理的比较差强人意，但打的还是比较爽。可惜再也看不到真人版的正义联盟决战达克赛德了555
8,正义联盟集合起来去打达克赛德，从头打到尾，除了打就是打。剧情几乎没有，少有的交流剧情也是非常尴尬。
6,画风不错，新52新篇。蝙蝠侠和绿灯莫名其妙开打，绿灯+蝙蝠侠莫名其妙和超人开打，真就把人当弱智。
6,看的第一部；现在回想起来，很不适应画风。//补标。
7,蝙蝠侠逼格好高，迫害绿灯侠乐，这集结还真是迅速
7,【B】剛看完扎導的四小時，看這個有點適應不過來，整部片子也算是酣暢淋漓了，沒有絲毫拖泥帶水，敘事邏輯也基本上沒有問題，就是節奏感覺太趕了不打不相識，角色的塑造直接穿插在戰鬥過程中，對於人與英雄，英雄與社會的問題還是沒有利用，整個世界變成一個平面的大舞台，絢爛的煙火過去了，但是滿地的碎屑可是很難辦的呀
7,简单粗暴，还挺好看的，神奇女侠很酷，倒是超人有点拖后腿了。有些弱了
7,对纯新人可能算观感还不错，但对比原作（N52正义联盟第一卷6期故事）就明显有差距了，特别是把沙赞放在队伍中比较违和。
6,可以说是极致压缩时长的正义联盟集结了。
7,达克赛德菜
8,不过不失。
7,N52开篇，JL成立的故事。
7,挺好看的，故事超简单，看的就是个爽233 海王好惨啊，为什么bgm的角色介绍里还有他。给我的感觉是：Steve→ww←超??蝙←闪←GL??蝙  沙赞&amp;钢骨。ww更加耿直+没常识了(可能是配音的原因) 超人一言难尽，反正不是那种一看就是好人的感觉 蝙蝠随和了不少，不过我相信嘴炮GL那一段是强行回顾设定 Hal更逗了……这一衬托巴里都显得沉稳多了
5,你电影就按这个拍，剧本一点不改我觉得都比现在强
6,荒牧伸志不愧是日本CG动画创作的先行者。在王者之剑出来之前，这部大概是日本CG电影画面制作水平最高的了。细节度非常丰富的皮肤质感、逼真到反射光泽和体现风化和锈迹的机械与建筑材料、火药射击和爆炸的效果运用、人物的面部表情与四肢协调的动作（特别是打斗环节与镜头相配合的流畅），以及贴近现实视觉的滤镜。辅以非常朋克摇滚的音乐，共同构成了本作美型而又爽快的观赏体验
8,难看到家
7,音乐太面向欧美大众啦！
6,一股美式故事味道，很不喜欢这种3D建模。
7,剧情发生时段放在男女主去奥林匹斯前，但是好像时间线和第一部剧场版有点接不上，故事比较一般，角色表现力也挺公式化的，不过CG战斗表现挺不错的。 PS：剧情里提到女主之前为了生存出去卖这点有点出乎意料但又在情理之中
6,难看，报复吗
8,剧情拉稀，3d效果nb
8,打得死摔不死，这个赛博人设定...不过的确制作精良，非常话痨。
6,其实令我比较感动的是，终于好好讲了一集wasteland而不是metropolis的故事。。人物性格变化太大了，人设整个都往好莱坞去靠就不舒服了。CG水平，仍然是日本动画电影的非常高水准，没什么好说的。剧情上基本上是把之前的杂糅+魔改，确实不够波澜壮阔，但是我觉得问题并不大。
7,制作比以前好   但角色丑爆了（特别是女主）  各方面改变都很大（更加真实 同时向好莱坞靠拢 这对白 我受不了）可以说是非常难看了
4,看漫画没看下去 补动画居然补了这个……蠢呀
7,高仿好莱坞日式动画。风格上脱日仿美非常彻底（人物情义还留点尾巴），不仅人物台词动作，连同打斗演出都抛弃日漫风格这就有点过分了，加之高超的CG技艺妥妥成为好莱坞代工厂。整体观感上虎头蛇尾，大决战萎了，剧情与世界观更是原地绕圈，老套展开味如嚼蜡——我讨厌那些看起来像伏笔的东西全真的成为伏笔，囧，世界那么小又是那么巧
5,You shut up and you man up! 就算制作不错，也掩盖不了剧情无力这个硬伤
10,2021-02-14
5,远低于预期，达不到奥斯卡的水平，小企鹅超可爱，结果后半段就没了，杂乱草率又政治正确的剧情，逻辑也很不通顺
6,结局太仓促
7,【补标】家里还有当时买的双张光碟
5,完成度很高的子供向动画，磷虾还是满震撼的。
7,哈，人类可真够蠢的
7,企鹅唱歌和跳舞，人类捕鱼让企鹅倒霉，奥斯卡动画奖感觉并不符合，但还算是和有意思的歌舞动画电影，画面非常惊艳
7,很有意思，不过最后一集给我主角干死了？
3,荒诞的设定很有意思，对原作的改编也使得作品更容易吸引观众。这是否算一种严肃搞笑，至少里面的每个人都很认真。我很喜欢
7,意义不明的剧情，各种装深沉，耍帅又只耍一半，结局更是莫名其妙。
7,可能是本季最被低估的一部作品了吧，除了穷是真的穷和冷笑话冷是真的冷以外确实无可挑剔，虽然有刻意玩尬的搞笑但内容毫无疑问是真正的正剧，在你觉得不可能的地方都是反套路的伏笔和回收。原作的质量可见一斑。
7,挺有趣的，不知道会不会出二期
8,这个忍者更是一坨，讲了半天不知道主线到底是什么，男主还死了
6,剧情到后半段才了解到完整设定 但还是有些意义不明的部分
7,前期有种一本正经地低俗搞笑感，但结局意义不明。
6,期待下一季，梭哈 ˃̶͈ ꇴ ˂̶͈
7,首先就是开篇那种叙事方式太别扭了吧，真的会劝退，你要是那种类似群像剧的，每个角色闪回介绍一下我还可以理解，但你同一条线的剧情你搁这串啥呢？直直地讲不好吗？整得跟村子挑战一样，还整个三四集，真是又臭又长，况且你整部番的重点是聚焦于整个故事的框架，角色的作用在里面是被淡化的，也不见得你用这种方法把故事的框架介绍得多好。其二，为啥要给九郎写死呢？真的你要想体现一下整体故事的残酷性大可以从别的方面下手，你在一个这么个世界观下，还对九郎有日常生活方面的描绘，甚至不断暗示他很强，结果到最后一集tm无声无息地领了盒饭，不是哥们哪有主角出趟门说自己要死了就tm真死了的啊？那你b格别架那么高啊，还有后边窜出来的兄弟姐妹是什么鬼啊，集合凑人数包饺子是吗？明明身为主角却还是像配角一样死去，只为了推动剧情吗？九郎……你这家伙啊……。总结:目前剧情谈不上惊彩，但总感觉后面有大
7,抽象大作，黑色幽默，明明感觉什么都没看，但就是莫名其妙地看完了
7,起手就是电波系动画非常经典的诡叙，但这种叙事结构实际看下来就没有存在的必要和意义，看似精心设计的想法没有与之匹配的执行的质量，混沌的演出反倒劝退了不少观众，属实画蛇添足。剧情的展开和结局所表达出来的内核意味不明，我觉得这不是用一句无厘头就能搪塞过去的。
6,结局太意外了 觉得会死的基本没死 不会死的基本都死了 整部番就像是某场大战的前兆
3,这才是想象中的现代忍者啊
8,桑原智和大知庆一郎超常发挥，手冢p尽力拟人。不错的冷门cult。可惜没能遇到更好的制作
7,无厘头又严肃的剧情意外的结合得很好，剧情发展也很有趣，不过角色真的是说死就死啊，看完之后微妙而又期待后续，嗯～有趣
5,节奏没问题，但是看不太懂
5,还好看了泛式的推荐，不然错过了这个番了，很有意思；第10集有个bug啊，加藤忍长操纵机器人冲进校舍抓住了敌人，原路退回不就能到外面用遁攻击了吗，为啥还要继续往楼梯走//不是，九郎就这么，死了？？？我一直以为是主角藏拙呢，结果最后一集你告诉我其实不是主角，就是个小喽啰？//所以主角是云隐一族吗算是？12集还是太少了，世界观值掀开一点
7,挺喜欢的风格，最后一集那个云下的镜头印象深刻
6,这部也太有趣了吧，各种神经质展开和神经病演出，感觉应该是大伙看经费不高所以压了分吧，好久没看到这么纯粹快乐的动画了，希望后面还有更大的惊喜
5,我的欣赏水品还达不到欣赏这类艺术品的境界，只能看出，故事很一般，搞笑段子很好，画面很一般
8,制作对味了，就是要这么搞。发嗖的带着涩味的冷啤酒不也别有风味嘛。
8,挺有意思的，就是叙事风格不是很喜欢
8,突出一个莫名其妙
6,肉眼可见的穷制作与用心的情节分镜编排 就怪....怪怪怪好看的
9,能看到地下忍者动画化，非常意外之于更多的是惊喜，一个能让更多人接触到这一步现实主义幻想作品的机会.jpg接受了花沢健吾这脑洞打开世界线变动后的神奇历史进程，基本塑造出一种现代日本真就精英暗杀者满地跑的沉浸感。能看到长得有一点点熟成的九郎在破烂出租房无所事事、不拘小节女中豪杰的川戸依旧放浪形骸、苦逼大野又被九郎偷了东西。这充满生活感而又魔幻的现代忍者世界充满了异质而又致命的吸引力~
4,对不上电波
5,2
7,个人觉得没什么好笑的
8,放送都一半了，这叙事风格还是那么混乱，看起来太累了。
6,有点怪，说不上来
7,典型的世界观全用大段对白来呈现，所有人都在刻意装逼
6,典中典的屎尿屁沙雕风
5,为什么要对手冢p有期待
6,总集篇，采访的形式看得出想法是好的，但观感着实糟糕
7,电视台报道+采访形式的总集篇
6,果然对战白鸟泽哪怕只是几个片段都激动到不行 其实排球这部作品要是在比赛之外穿插一些校园生活也挺好的，TV几乎是练习赛接着正赛打个不停，导致在每次看完TV之后都会有一段时间看不进去别的风格的动画
7,总集篇变种
10,好喔這樣也是一集OVA欸哈哈哈哈；2024.4.18
6,本集有关教练采访的段落（11:40），终于让我忍不住搜索其嗓音为何变得如此“沙哑”。原来，乌养系心的声优田中一成先生，已于16年因病离世，新声优暂未捕捉好原角色的表演形式，教练的声音永远留在了第三季第八话。时至今日，先生独特的声线对我这个新观众来讲，依旧是本系列的一大亮点，感谢，惋惜，怀念。
6,友情与羁绊，努力与梦想，闪耀绽放的美好青春色彩，小排球YYDS！！！
1,总集篇
6,无感
7,让当时的我直接弃坑了狐妖系列
6,叙事比漫画强了很多
8,挺不错的番剧，强推搞笑番
7,还不错，挺搞笑，就是下体有点凉飕飕的
7,可惜漫画后来剑走偏锋
6,两性主义和lgbt都傻了
5,下体发凉
6,反差很大，很有意思，就是经费不够足
7,毕竟老夫也不是什么恶魔，三人组为偿还黑老大被迫变性出道也太搞了，可惜制作拉大了
8,印象非常深刻的真人舞蹈op，穷是真的穷，搞笑也是真的搞笑，也是诞生了经典名梗
5,爆笑作品，穷也是真的穷
6,原画我心疼你啊hhh！
8,最好笑的PPT动画
6,七星给制作组和声优，扣三星给jc，弄得太抠了，一人原画想肝死人啊(虽然后期补人了）
5,可以甩女王蜂三条街吧
8,爆笑，可惜有些贫穷，不过贫穷也能带来一些不错的效果，期待能带来更多欢乐
7,ppt，还蛮搞笑的
10,终于动画化了！！！ w，一人原画辛苦了233333
7,据说是金铅球自己跳的剪影OP
6,还蛮好笑的
6,「てめぇは人生アウトだよバーカ」「もちろん選択肢はある。家族みんなで南米に移住するか、家族みんなで土の中に入るか」「ワシも鬼じゃねぇからよ」「My Boss My Hero...My Devil」「仁義なき恋」
5,这ppt风格是独特，但我确实看不下去了
6,偶像宅的自知之明。
7,为什么我看PPT看的这么开心啊，哈哈哈
7,忘了看
8,前面看了几集感觉挺搞笑的，后面的剧情觉得过于恶臭搁置了。
5,PPT
6,这制作和性转的设定看了一集还是感觉接受不能啊
6,不太能接受这种制作...显得太贫穷了
2,已阅集数2
5,ppt看得人麻了，但还蛮搞笑的，就是看不下去
3,贫穷到难以入眼…
5,画风不适、笑料较俗、表现夸张……贯彻着萌即是正义的咱，溜了溜了……
3,制作太差。还不能厨。
1,不能理解某些反向作豚的思维。。凭什么一人原画画出这种低劣的动画就能受到赞美？其他番剧一人原画的神回多了去了也没见大吹特吹的。。
5,后面有点太没节操了……弃了
5,zaima
4,1集弃，这制作太惨了
5,看了一话，不喜欢画风。漫画也看过一部分，但是没看下去。所以抛弃了。
4,这就是JC四开的结果吗
4,真实●动漫。
4,虽然想尽力去get那个点，但还是有点困难。既然如此，PPT所带来的观感体验怎么样自然不比多说
6,穷的稀里哗啦 现在的国产动画都没这么惨的吧
2,前面几集还好，后面笑点重复也太多了吧
7,看了5话差不多了，本季度搞笑番太多审美疲劳
4,看了一集动画补了漫画然后这动画就看不下去了
1,果然还是对搞笑番没啥兴趣……
5,emmmm虽然很迷但是还挺搞笑的。
4,额，微妙。没超能力女儿看着舒服。//发现差女儿太远了，没意思。
4,幻灯片还行。没料到宣传图的几个妹子是几个男人变性而来。 但是不搞笑！(bgm38)
4,穷 | 普通的神经病番
6,完整体现原作内容并非上上之策，这会让人觉得，只要是意图博君一笑的行为，不管出现何等程度与角度的暴力行为都是应当得到理解，容忍，甚至是宽恕的
5,第一集劝退成功
6,我不如去看 queen bee的 里番
6,荒牧伸志不愧是日本CG动画创作的先行者。在王者之剑出来之前，这部大概是日本CG电影画面制作水平最高的了。细节度非常丰富的皮肤质感、逼真到反射光泽和体现风化和锈迹的机械与建筑材料、火药射击和爆炸的效果运用、人物的面部表情与四肢协调的动作（特别是打斗环节与镜头相配合的流畅），以及贴近现实视觉的滤镜。辅以非常朋克摇滚的音乐，共同构成了本作美型而又爽快的观赏体验
8,难看到家
7,音乐太面向欧美大众啦！
6,一股美式故事味道，很不喜欢这种3D建模。
7,剧情发生时段放在男女主去奥林匹斯前，但是好像时间线和第一部剧场版有点接不上，故事比较一般，角色表现力也挺公式化的，不过CG战斗表现挺不错的。 PS：剧情里提到女主之前为了生存出去卖这点有点出乎意料但又在情理之中
6,难看，报复吗
8,剧情拉稀，3d效果nb
8,打得死摔不死，这个赛博人设定...不过的确制作精良，非常话痨。
6,其实令我比较感动的是，终于好好讲了一集wasteland而不是metropolis的故事。。人物性格变化太大了，人设整个都往好莱坞去靠就不舒服了。CG水平，仍然是日本动画电影的非常高水准，没什么好说的。剧情上基本上是把之前的杂糅+魔改，确实不够波澜壮阔，但是我觉得问题并不大。
7,制作比以前好   但角色丑爆了（特别是女主）  各方面改变都很大（更加真实 同时向好莱坞靠拢 这对白 我受不了）可以说是非常难看了
4,看漫画没看下去 补动画居然补了这个……蠢呀
7,高仿好莱坞日式动画。风格上脱日仿美非常彻底（人物情义还留点尾巴），不仅人物台词动作，连同打斗演出都抛弃日漫风格这就有点过分了，加之高超的CG技艺妥妥成为好莱坞代工厂。整体观感上虎头蛇尾，大决战萎了，剧情与世界观更是原地绕圈，老套展开味如嚼蜡——我讨厌那些看起来像伏笔的东西全真的成为伏笔，囧，世界那么小又是那么巧
5,You shut up and you man up! 就算制作不错，也掩盖不了剧情无力这个硬伤
8,瘋狂玩原作梗的吐槽作品233 本作撇除了原作中真夜的成長背景，僅僅是把七位主要角色的個性和設定魔化後再套到其他情境之中。除了相撲get不到槽點之外其他都很胡鬧hhhh
5,难绷
7,中规中矩，剧情上没什么槽点，感情上评价为好……好纯粹的喜欢……你们能不能莫名其妙卓爱给我看啊……
6,完全就是BL啊，悬疑根本不存在啊
5,披着推理皮的偏女性向以人物关系为主宝石科普片，个别日常回质量还行，动画整体质量不高，喜欢理查德的颜可以一看
6,没看懂男主和女同学这段感情拉扯的剧情设计的意思是……？
8,剧情设计有严重的问题，作为推理番完全不讲人物动机和故事的逻辑，当年看得高血压
6,一般，感情线和有些单元回好僵硬。。
5,穷，并且黑毛说话我难受死
6,推理向作品，但推理内容不算多，反而日常内容还行吧
6,有很多逻辑硬伤，温馨吧好像也没多温馨，情绪调动很差
4,理查德是真的帅，不愧是经费的体现（
8,一般
6,3（動畫綜合評比）＋4（個人喜好程度）＝7（整體評價）
7,西游了20年，最游记也算是熬出头等到业界的春天了。峰仓和也的画风就算找京阿尼来制作也未必能还原，但是相比以前的作画实在是好太多了。接下来就等漫画大结局了，希望作者身残志坚挺住…
6,声优真棒，就是不知道在干啥
5,补标，animax/x10
6,三藏加了睡覺技能嗎？居然重做了一次外傳，那你之前外傳意義何在，是因为换了制作公司吗。雖然比之前版本豐富了一些內容，但你倒是把製作提上去啊，打鬥還是PPT。最後的うら最也算福利了。
6,中期迷之炒冷饭
5,有点想去补原作了
6,实在可惜的续作，重复的破坏角色又唐突塑造，人物的降智回旋带来的观感很差。机设是真的非常好看
9,怪，但是能吃下去，巧克力味的屎
7,基神无敌
5,人物行为逻辑真的很重要
7,有拙劣复刻还有天选二代，日升萝卜对日升偶像的预演合流。命运光翼值个5分，真飞鸟倒扣4分
6,相比较第一季，过于平庸，从阿斯兰出逃开始才稍微有点看头.
