rating,comment
10,故事的推进相当缓慢，但终盘的爆发却展现了对政治和历史魔法般的扭曲能力，灵魂与肉体的迷宫所带来极致的眩晕和怀旧。英雄就仿佛是一首诗，一个孤独到无所在场却依然返回家园的形象，思想与理想的碰撞，上层与低处的地形学隐喻，在这个无家可归的世界中找到自己的归宿，以此来填补肉身中那个空虚的无；但当回忆中一句漫不经心的言论、一种神秘象征的再度回归（千纸鹤、青苹果、以及‘I do’），它们揭示了某种令人惊愕的事实——我们存在，而不是不存在。在所有革命行动光焰夺目的生存战略的阴影中，在新世界亚当与夏娃“运命の果実を一绪に食べよう”的诗情画意背后，十字架似乎总是被那些无罪的ghost所承担——即使是作为机器生命体塔奇克马，也在歌声中勇敢地承担了它们的责任，它们甚至真正地经历过“两次死亡”，而本作的时间，也恰好位于“两种死亡”之间。
10,一部完美的动画
10,第二季补完，相比起第一季观感更沉闷压抑但完成度更高，在整体结构和宏观叙事上的把握相当优秀，讲述九课成员过去的支线回尤其喜欢，主线上随着情节的推进各方势力逐个介入，各方矛盾刻画的都相当生动，完成度太高了，尤其后面几集高潮爆发，其多线叙事的优秀真的想让现在业界看看..
10,感觉比第一部更难懂，或许需要多看几次、总之出走半生归来仍是神中神
10,信息量超高的作品（而且几乎全部来自于台词），尽管结尾有些仓促，但是作品主线的节奏紧凑，哲思丰富，并且部分单元回浪漫，政治戏精彩，确实是非常厉害的作品
10,伟大无须多言
9,虽然觉得cjb，也配得上9分
10,“你能用义体折千纸鹤吗？”神山的巅峰，屹立于赛博朋克金字塔之尖的动画寓言。在“难民问题”、“互联网大数据”上具有一定的前瞻性。主线相比第一季更加严肃深沉，SAC的脚本团队以“难民困境”、“党派斗争”为媒介，创作出赛博朋克版“和平保卫战”。菅野洋子的配乐依旧火力全开，《サイバーバード》印象深刻。第二集脚本功力深厚，生动表现出赛博朋克世界下无产阶级的处境，辛辣的讽刺究竟是对自称“左翼人士”的空想家们的批判，还是因上世纪日本左翼运动失败而产生的自嘲呢？二十二集天台对峙的分镜、长对白异常精彩，全季最佳。作为神山健治的“木偶泥塑”，久世英雄过重的“汤姆苏”味算是本片的一点瑕疵。结尾荡气回肠，核弹升空之时，男人背起了十字架，女人拿起了苹果，AI高歌着“我鲜红的血也在流淌着”。我不知道仿生人会不会梦到电子羊，但义体手指确实能折出千纸鹤。“你们一定有GHOST……”
7,感觉个别十一人的剧情没有笑脸男好看 / 故事的最后，又是塔奇克马挺身而出，意难平
9,人往低处流
9,初看不觉有多神 越看越觉得牛逼 单元与主线之间融合恰当 割裂感小 无论是单元还是主线都相当优秀 说是最好的动漫也毫不为过
10,二刷完毕。在作画、配乐硬实力这么高的情况下演绎出精彩非凡的故事，同时还有很多值得深挖的地方，不愧为杰作。
6,结尾有种设定刚刚展开的感觉，多出好多东西可以讲。虽然这部探讨的主题很深刻，但是给我一种没有讲好的感觉，比较令我失望的点是“革命”。(肯定有我没注意到的细节，之后会重新看一遍)（2024.10.17）
10,初中时代看的，距离今日已有十年，仍然是我最喜欢的动画
10,单元回质量稍逊上一季，且主线也没有了笑脸男事件那样的悬疑氛围，取而代之的是沉闷至极的观感。但本季在整体结构与宏观叙事上的把握可谓是惊为天人，随着情节的不断推进，多方势力逐个介入，伏线爆发，最后的翻盘点也与前面单元回剧情呼应，总体剧本非常扎实。此外，小到感人至深却丝毫不拖泥带水的虐恋，大到国与国、国与民、民与民、人与机间的矛盾刻画，其完成度不说日本动画，哪怕是放在整个影视界都相当出彩。
8,补一下评分，常看常新的神作，在政治、哲学、宗教方面都是有深度的刻画，菅野洋子的配乐依旧顶级，i do是真的喜欢，可惜的是近几年乃至以后的动画很难再出现像这样优秀到堪称艺术品作品了。这部相对严肃而且晦涩难懂的作品里，很喜欢塔奇克马们时而带来的轻松氛围，最后真的希望能把他们的ghost找回来啊இ௰இ
9,塔奇克马又牺牲了...GIG比SAC的政治戏多，主线更紧凑，但我更喜欢前作的单元回
10,感官的盛宴，历久弥新的佳作
10,塔吉克马虽为ai但何尝没有goust
9,单元剧平均质量相较上一季稍差，但是瑕不掩瑜，主线实在优秀，配乐、分镜、故事都相当顶级，兼具思想和艺术的作品。唯一不大舒服的地方大概是这一季的主线还是太闷了一些，九课一直被压一头，高潮集中在最后几集，情绪稍微有点缺乏释放
10,剧本很优秀，表达了很多普遍的思想和持久的问题，科幻的一部分魅力就在于此，我们仍能感受到那存在的真实。
9,这个系列是真神
10,人类的未来在网络的海洋中
10,很少用圣人的眼光看一部作品，时代的分界线，绝对的冷门佳作
9,伟大，无需多言！
9,个别单回中的“降智”不少，但主线而言跌宕起伏出人意料，如果看之前能了解一下攻壳的地缘政治格局大概就能更好理解这个故事了。最后合田的新冷战格局计划破灭，难民问题也回到原点，实在是意味深长回味无穷的一作。
10,比起GIG更喜欢SAC，比起神山健治更喜欢鸭子版，虽然不差，但是差点
9,充满了政治思辨的成熟作品，在20年前就对当今现实世界做出了准确预言
9,唯一的缺点就是素子和久世的感情处理得不太好
10,幼稚的政治片，革命不是这种儿戏，bro以为自己是芬兰，还社会主义上了。神山健治水平差鸭子太多了，第一季还好，第二季非要扯上难民问题，一下就露馅，太弱智了。素子莫名其妙的降智，巴特、陀古萨的塑造也和第一部差很远。前半部分8分，后半部分撇脚政治戏码5分，综合6.5分吧，+0.5分给塔奇克马，勉强得7分。
9,没有最后一集连就第一季都不如，但是最后一集拉高了整部番的水准
10,个人认为除了不稳定的作画之外这一作没有任何缺点
9,帕兹和斋藤的个人单元回就是神作，素子的草迷宫也是刷了很多遍了
10,精彩绝伦的政治推演，从个别的十一人到久世英雄，包含了难民问题，国家主权等的一系列讨论与反思，内核足够深刻。
9,S.A.C. 2nd GIG，主线前中期节奏不如SAC，单元回质量爆棚，收尾强劲有力
9,从难民问题到核武危机，再到政治权谋和国家利益博弈。相较于sac诸多的单元回以及意识流哲学的讨论，gig的主线份量更加紧凑和丰满，同时少量的单元回补充了⑨课成员的塑造。虽平均质量不及sac，但仍有不亚于主线的神回。把持着冷峻的氛围下，整部作品的交错叙事所蕴含的信息更加庞大且复杂晦涩。多方势力都有着自己牵扯的立场和目的，揭示政府、社会和阶层之间错综复杂的纠葛与斗争。许多前瞻性预言放到如今依然有着警示和反思作用。当一切回到原点时正如久世所说的一样：水往低处流，其实人也在往低处走。//比较喜欢的章节：ep2.空想懦夫 ep11.素子回忆 ep13.habitat 67 ep15.自由悖论 ep22.顶级文戏 ep25~26.强劲收尾
9,想到的远比见到的更多，将政治权谋、利益冲突、难民危机、人权斗争、秩序维系、生存之理、人性本质、灵魂探究等思考编织在一起，勾勒出了一个深邃而宏大的故事。从矛盾的发展到矛盾的激化到矛盾的爆发以及最后的收尾，故事线一气呵成，循序渐进的同时不断牵引出对人与社会的深度讨论。主线与支线交织发展，相互服务，极大程度上提高了故事的精彩程度，唯有啧啧称赞。
9,攻壳二期又回到了一种鸭片的模式，加入了难民这条强政治色彩的主线，而穿插其中的其余社会问题则进一步展现了押井守一贯的风格，但赛博的色彩就没有那么明显了，在难民这条主线上，受限于时代与日本本身社会的境况不适格原因，并没有处理得足够精彩，但这一主题与今日仍甚嚣尘上的难民问题遥相呼应，足以体现其底色之美。
10,"赛博朋克+哲学, TV版相比剧场版更有人情味, 除去主线将每位角色的身世都介绍的清清楚楚"
10,整体很不错，结尾感觉粗糙了，首相能掌握空军为什么到最后才出现，空军的设定似乎把前面的矛盾推翻了
10,将政治阴谋、利益冲突、人性善恶、核武危机等重要元素编织在一起，完美结合，勾勒出一个完美的故事。自由与和平究竟在何处？这是永恒的发问，永远掷地有声。第一季指出了个体在SA和SAC中徘徊的现象，新时代的人类因此被信息的模因束缚着。那么第二季则是沿用了第一季的结论，并继承了攻壳的现实主义角度，描述了近未来日本的政治争斗，最终得到国家须倾尽一切也要独立自主的结论，所谓“无穷无尽的忧国之路”。Stand alone给我极大的震憾这已经是正在发生的现实，人工智能、经济变革。就算如此完美也不如押井守的攻壳机动队剧场版！
9,如果只让我挑一部动漫是满分作品，我会选攻壳机动队SAC 2nd GIG。丰富的信息量没有废话值得多次观看，讨论的问题的深刻程度哪怕放到50年后也不会过时。虽然并不完全是六边形战士，但是在某些方面它已经做到了无人能及
9,世纪初的神作 跨领域的深度 虽然被诟病与原著风格差异过大 但是也不得不承认是押井守奠定了被广为人知的攻壳风格以及今天的地位高度  士郎正宗笔下的少佐甚是活泼 期待一波
9,很颯草薙素子 使我的怦然心動 ❤️來自瓷器?
9,剩下半分揢置我的疑惑
9,伟大的作品，与其说是科幻不如说是对未来政治形势的思考，对于难民问题，SAC，政治冲突意识形态均有很强的预见性与深思，多线的故事节奏也把控的十分出色，音乐依旧厉害
7,攻壳机动队
9,相比于第一季更加严肃些，对政治的讨论，对社会心理的剖析确实引人深思。一下子从日本扩展到全球，多少有些让人觉得超现实了，但无论如何，作者通过作品想表达的思考确实传达到了。
10,未来还会有这样的动画吗？
9,真的是非常棒的一部神作。
10,Stand alone 给我很大的震撼，深的东西就不讨论太多了，毕竟涉及政治
10,我们的热血鲜红地流淌着，所有人的喧嚣终将被历史挑拣。自由与和平究竟在何处？这是永恒的发问，永远掷地有声。//如果说第一季指出了个体在SA和SAC中徘徊的现象，新时代的人类因此被信息的模因束缚着。那么第二季则是沿用了第一季的结论，并继承了神山攻壳的现实主义角度，正面精到地描述了近未来日本的政治争斗，最终得到国家须倾尽一切也要独立自主的结论，所谓“无穷无尽的忧国之路”，当中苦心实属日本动画界少有。而一众人物的人性，从往事中，从恻隐中，一笔笔地侧写出来，在黑暗中更有一丝理想主义的光辉。//内核远超SAC，但文戏的编排至少在娱乐性上要比SAC差半个档次，尤其前半部分整体的文戏水平和作画水平都有些敷衍（比如陀古萨回中他的表现和本回剧情在全剧中的作用都让我想不明白）。另外对模因等核心设定的讨论，实在无法对社会的描绘和批判相衬，说难听点，其本质便是良心的政治呼告。
7,"动漫作品中最棒的政治戏。单元回在sac系列中一直是块短板，好在这次第二季中几乎没有纯粹的单元回，大多单元回都和主线挂钩，又或是九课主角们的个人回，这季补齐了斋藤和帕兹的个人回，不过仍有部分九课的主心骨没有属于自己的个人回。纯粹的单元回依旧水平偏低，例如堪称灾难的ep10审判回。虽然同样采用半单元半连续的模式，但大多单元回与主线挂钩使得观感不像上季那般割裂。sac系列的主线质量依旧十分过硬，本季从难民问题着手，带出""个别十一人""的sac现象，故事信息量巨大，涉及到的势力多，动机手段复杂，博弈质量顶级。格局和场面比上一季宏大，主线情感文戏方面依旧是由塔奇克马撑起，比起上一季也更为优秀。不过笑脸男中后期充满反转和贯穿故事的伏笔照应，这一点依旧是优于本季。本季合田本来是算无遗策，结果竟没有留后手，没有进一步挣扎和反转，核弹拦截后就败下阵来较为可惜//9.0"
10,一身独立，一国独立。女性总是作者对理想的投射
9,精彩，但是政治浓度过高，更喜欢第一部
9,对第一季的拙劣模仿，久世英雄和素子最后都是小丑
9,深度与故事性的最佳融合，带有反乌托邦色彩的作品
10,每过一段时间人生阅历有所变化都会想起来再看一遍
10,好看
10,属于是常看常新
10,8+变成了彻头彻尾的政治剧，比第一部涉及到更多世界观描述，看的很是头大。单元回比主线有趣，久世的塑造很失败，前面花大量笔墨从侧面烘托其具有的领导魅力以至于可以称得上魔力，然而展现给观众的却没有那么出彩（难民自爆拦机事件）。最后剧情有些狗血，事件远没结束，有些怅然若失。//有待二刷
10,相较于第二部，更喜欢第一部，第二部叙事结构挺传统，线性展开，穿插个人回，主题也没1那么有新鲜感
7,这是二刺猿的浪漫哲思情怀
10,2024/7/4
10,伟大经典有深度的作品，有部分晦涩难懂，现在只看了一遍，以后要找时间细细品读
7,恋爱线减观感
8,给“GOAT”以最严苛的标准。观后杂感：为什么实现了高性能义体、电子海洋的社会还能用着旧时代的导弹？；网络在这里究竟是什么？剧里似乎没有作出切实科学的说明，而单纯地是将其作为实现一种方案的工具；全剧的主题关涉的似乎是人与社会的矛盾，但讨论此之前，是否应先真细的明确：人是什么？生命是什么？GHOST是什么？我不认为该剧对此作出了足够的思考，而是与大多同类一样，抛了砖罢了。——总评，非常独特且优秀的“文娱”作品，或可言史上最佳，仅限动画史，也仅限于所谓“深刻”思考的部分。话说，难道搞笑番的最佳就不能是最佳吗（笑）
8,（8-）到底第一会是什么样子呢？…阅毕，感觉不如S1 ⬥ EP2系列最佳 ⬥ EP6预告福岛事件是吧 ⬥ 处处皆是押井守的阴翳，押井攻壳凭啥不是Rank1啊啊！！！ ⬥ 设定可谓是新时代和平保卫战，但真的新时代了吗？网络模因的设定根本就没认真谈吧？十一人不过是病毒、久世难民组织压根是正常搭建的，只是利用NT般强大精神力充当了超屌的宣传部长 ⬥ 人文小故事对我来说更加耀眼
8,BDRip
10,冷战遗产
7,虽然个人更喜欢电影版的氛围与音乐，但无法反驳这部剧版的优秀。优质的单元回和毫不逊色的主线，还有令人回味的音乐一同构造了这部动画界的里程碑。
8,个人觉得没达到神作水平。感觉有逻辑问题，为什么能有300W人在一个永远不可能获得公民权的国家生活，又不是前工业时代，而且大家都联网，该走就走，除非全世界都容不下。
10,神作，对于赛博世界的观察和哲理分析的思考让人着迷
10,攻壳还不是神作啊？
7,神山两部攻壳剧集的评价，在95版其阴影之下的次生作品
8,鸭子和神山系列补完//喜欢的不是攻壳而是其社会迷思
9,不懂政治，单从质量和剧情的吸引力上来看，它作为一部20年前的动画，能让我在20年后看的很舒服，毫无疑问是它优秀的。
9,和前一季同样的高水准，经典
10,那个时代伟大的科幻作品
9,正太：「全身义体化可以XX吗？」 素子：「想试试吗？」 Σ（ﾟдﾟlll）
10,好看捏
9,打了很多字，也想了很多。但我最后还是打算放弃评价，至少以本人目前的三脚猫水准还不足以评价
9,和平保卫战的TV版，写实的政治色彩比前作浓厚不少，定位于「难民运动」的话题就算以今天的角度来看都非常前卫，主线与支线的联系比《攻壳机动队 STAND ALONE COMPLEX 》更加紧密。“合田一人”绝对是动画史上最老谋深算的反派，而“久世英雄”则更像“切格瓦拉”那种领导者，完全的依靠个人的精神魅力去影响吸引大众，自发形成了变革的驱动力。本作制造了一个「伪 STAND ALONE COMPLEX 」，正所谓“水往低处流，人心也往低处走。”
8,太赞
10,赛博朋克之神啊，放了我吧，太多神作要补完了，断断续续的补又不痛快
8,草迷宫这集泪目了，本以为这把年纪已经不会再被感动
10,当之无愧的神作
9,无法言说的神作，作者让动画有成为高尚艺术的可能，剧本和动画制作，还有配乐的光辉交相呼应，神作实至名归。这已经不仅仅是一部作品，已经是一种理念，一种意识，一种艺术了。一定会反复看
10,如何把一部动画作品上升到如此的高度，对现在的新番来说，仍然很困难啊
6,素子女神&gt;&lt;
6,无。
8,木有stand alone complex好看的说
9,內涵物，一時半會補不過來！
10,没看完，打算找个时间好好看
5,完成12，歌
8,引发思考人生的台词太多，看着看着就疲劳了！
3,看到第11集，个人不是很喜欢新引入的反派，再加上事务繁杂暂且搁置。先给个8分吧。
5,新王登基？
7,混入太多概念性的东西并加以细致的讨论，以至于稍微断看几天之后的我就完全融不进去了。该说是都不清楚这到底要将一个怎样的故事呢，还是说大概倒是也知道故事的架构和走向，但是并不觉得有趣············
8,世界观架构不太对胃口，因此1话就弃了
10,牛仔与那个时代再也不会回来，但我会永远记得——于爵士的即兴中寻找失落之归宿的灵魂们，写下了这首星辰间的流浪诗。
10,最终得出的主题：在热闹中发酵的现代孤独，看的时候正逢疫情期间，每个人都只能隔着屏幕沟通，就算是打游戏，每次欢乐之后又是独自发酵孤独，抱着这样的心情，我看到了这部我只舍得每天看一集的剧，他们每个人都藏有一个秘密，他们可以一起吃没有肉丝的青椒肉丝，可以一起挤在破烂的剑鱼号里，甚至为了彼此搏命，但他们唯独不会和彼此分享这些秘密，也很有默契地不去向对方好奇，这不正像当下的互联网时代吗，「许多人根本不在乎别人在说什么，只是想找个机会发表自己的情绪罢了，看似热闹的互联网平台有时候其实全是孤单的表达和孤单的宣泄」隔着一张屏幕，大家戴上假面，一起狂欢，狂欢过去后，留下的只有空虚。 平时还有见面的许多朋友也是，看似可以一起谈天说地，从季度新番到时事政治，但一涉及到私人性质的话题，就会被迅速岔开……（后见日志）
8,让人做出一段消沉思考的元素的大杂烩。
10,8.5
9,比起日本动画更像新世纪废土抑或赛博朋克
10,顶级的配乐，至今依旧没有对手
10,上世纪的宝物
10,我是想不到真的有动画这么多年再去看，依然觉得非常现代，时尚，好看。
10,配乐，画面，剧情，人物塑造都做到了完美
10,如爵士乐一般，感性爆表
8,神作，无需多言
7,零散的单元剧更多是为了培育观众情绪而设计的漫长陪伴，关乎角色何去何从的主线故事才真正揭示了寓于各个角色的复杂矛盾：对过往的无法释怀和对归宿的痴痴追寻是Bebop号最本源的吸引力，被时间无情抛下的一行人纵使跨越行星也无法活在当下。片中的星系图景与后冷战时代方兴未艾的资本主义全球化如出一辙，流浪与冒险之中乐观主义和悲情底色交织融合，如今回望这文化多元的想象更觉出些呓语般的梦幻——梦醒时分方觉荒唐凄凉。
10,浪漫的太空冒险故事，主角团每一个人都很有魅力；演出和分镜很惊艳，真是一群天才做的动画；音乐很喜欢，运用了大量的爵士乐；融入了大量香港黑帮元素，还挺亲切的；部分单元剧有点拉后腿，不太清楚是不是年代原因，不过大多还是越品越香；结尾情绪拉满，回味无穷，不愧是经典
10,神作无须多言
9,浩瀚宇宙中独特的浪漫，废土中的虚无与繁荣，在枪林弹雨中写下未来对过去的诀别书。一次次欢笑与抹泪中，我们倾听生命的脆弱和沉重，一次次相遇与离别，我们咀嚼自由与存在的意义。史派克的机械义眼中漂浮的是茱莉亚的幻影，杰特的机械手臂留下的是警探时无法改变的肌肉记忆。当艾德与爱因与飞船告别，当菲再次回到飞船，目送着史派克的身影离开留下眼泪，每个人都在自己过去与未来的夹缝中回味记忆的残渣，挣扎着又义无反顾地去寻找自己真正的归宿。这是一场灵魂的漂流，也是属于牛仔们的追求与浪漫。see you cowboy cowgirl，someday somewhere……
10,确实是神作，缓缓铺开的叙事，在一个个单元回中完善人物的塑造，一步步的交代完主角们的过去。完备且宏大的世界观。整体就是一瓶老酒，越品越香醇美味 ，令人回味无穷
9,男人的浪漫
9,忧郁的底色是蓝色。初见便觉得气质与macross plus一脉相承，但在不羁与追逐自由的基础上，单元剧的结构使得嬉笑怒骂的搞怪故事与沉重的过往得以同时存在，构成了星际牛仔独一无二的风味 不论是世界观或者是人物塑造上都是大杂烩，融合东西文化多种要素，但在宇宙背景下又显得如此融洽 制作没得说，音乐更是超神  最喜欢还是24集，夕阳下的call me call me看似只是淡淡的忧伤，但回过神来已经深陷其中 问题自然是存在的，不少单元回都通过大量都合推进，虽然单独来看不一定差但在整体故事中会经常显得比较没头没尾，只能靠世界观和氛围糊弄过去 而主线本质上也是俗不可耐，但情绪确实到位了，看到最后还是回味悠久，无言以对 只能说确实是一部好作品 No black and white in the blue.
10,心中排名第一的神作，从每集单独的故事到最后两集的主线推进，塑造了让人难以忘怀的主角团队。 每个人都有自己无法忘怀的过去，却都在BEBOP号上找到归宿，Jet和Faye都渐渐的与过去和解，只可惜Spike始终无法忘记过去，即使舍弃BEBOP号上的美好时光，也要和过去做个了断。
9,如果可以失忆再看一遍
9,如果剧本不完整可以被叫作浪漫，还要好剧本干什么
9,无敌，当年的日升出品必属精品
10,看混沌武士的时候空虚了好久，但是看星际牛仔没这种感觉，不知道是不是因为和朋友一起看的。
9,神级公路片
9,男人还真都是无可救药的浪漫主义者
10,太空中的牛仔，如星空般闪耀
10,动画的标杆
9,宇宙的浪漫
